PREDICTION_SCORE,FILEPATH,POINT_NO,REEF_NAME,PREDICTION,Y,X
0.709887,NV/Hastings LTMP1 7m/Transect2/P6050483.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.737887,NV/Hastings LTMP1 7m/Transect2/P6050492.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.819224,NV/Hastings LTMP1 7m/Transect2/P6050483.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.834343,NV/Hastings LTMP1 7m/Transect2/P6050492.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.706307,NV/Hastings LTMP1 7m/Transect2/P6050502.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.904855,NV/Hastings LTMP1 7m/Transect2/P6050491.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.464778,NV/Hastings LTMP1 7m/Transect2/P6050498.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.603653,NV/Hastings LTMP1 7m/Transect2/P6050500.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.790583,NV/Hastings LTMP1 7m/Transect2/P6050486.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.977219,NV/Hastings LTMP1 7m/Transect2/P6050500.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.711505,NV/Hastings LTMP1 7m/Transect2/P6050499.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.995452,NV/Hastings LTMP1 7m/Transect2/P6050499.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.373106,NV/Hastings LTMP1 7m/Transect2/P6050481.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.94374,NV/Hastings LTMP1 7m/Transect2/P6050500.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.325487,NV/Hastings LTMP1 7m/Transect2/P6050493.JPG,3,Hastings LTMP1 7m,SPONGE,0.5,0.5
0.703391,NV/Hastings LTMP1 7m/Transect2/P6050486.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.542757,NV/Hastings LTMP1 7m/Transect2/P6050493.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.705948,NV/Hastings LTMP1 7m/Transect2/P6050491.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.999742,NV/Hastings LTMP1 7m/Transect2/P6050486.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.628345,NV/Hastings LTMP1 7m/Transect2/P6050481.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.638426,NV/Hastings LTMP1 7m/Transect2/P6050499.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.430709,NV/Hastings LTMP1 7m/Transect2/P6050491.JPG,3,Hastings LTMP1 7m,OTHER,0.5,0.5
0.475145,NV/Hastings LTMP1 7m/Transect2/P6050493.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.589231,NV/Hastings LTMP1 7m/Transect2/P6050502.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.892544,NV/Hastings LTMP1 7m/Transect2/P6050491.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.595874,NV/Hastings LTMP1 7m/Transect2/P6050499.JPG,2,Hastings LTMP1 7m,HARD CORAL,0.25,0.75
0.598046,NV/Hastings LTMP1 7m/Transect2/P6050493.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.921067,NV/Hastings LTMP1 7m/Transect2/P6050500.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.953891,NV/Hastings LTMP1 7m/Transect2/P6050501.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.86206,NV/Hastings LTMP1 7m/Transect2/P6050486.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.417281,NV/Hastings LTMP1 7m/Transect2/P6050502.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.49377,NV/Hastings LTMP1 7m/Transect2/P6050493.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.501409,NV/Hastings LTMP1 7m/Transect2/P6050498.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.509788,NV/Hastings LTMP1 7m/Transect2/P6050499.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.703701,NV/Hastings LTMP1 7m/Transect2/P6050498.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.934046,NV/Hastings LTMP1 7m/Transect2/P6050498.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.380817,NV/Hastings LTMP1 7m/Transect2/P6050487.JPG,2,Hastings LTMP1 7m,HARD CORAL,0.25,0.75
0.875524,NV/Hastings LTMP1 7m/Transect2/P6050502.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.836769,NV/Hastings LTMP1 7m/Transect2/P6050501.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.880863,NV/Hastings LTMP1 7m/Transect2/P6050481.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.601062,NV/Hastings LTMP1 7m/Transect2/P6050487.JPG,4,Hastings LTMP1 7m,HARD CORAL,0.75,0.25
0.8453,NV/Hastings LTMP1 7m/Transect2/P6050483.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.524726,NV/Hastings LTMP1 7m/Transect2/P6050501.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.751598,NV/Hastings LTMP1 7m/Transect2/P6050500.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.834131,NV/Hastings LTMP1 7m/Transect2/P6050483.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.666748,NV/Hastings LTMP1 7m/Transect2/P6050502.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.401924,NV/Hastings LTMP1 7m/Transect2/P6050491.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.83203,NV/Hastings LTMP1 7m/Transect2/P6050487.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.60752,NV/Hastings LTMP1 7m/Transect2/P6050481.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.573892,NV/Hastings LTMP1 7m/Transect2/P6050483.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.67896,NV/Hastings LTMP1 7m/Transect2/P6050492.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.711632,NV/Hastings LTMP1 7m/Transect2/P6050501.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.567075,NV/Hastings LTMP1 7m/Transect2/P6050487.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.71118,NV/Hastings LTMP1 7m/Transect2/P6050498.JPG,2,Hastings LTMP1 7m,SPONGE,0.25,0.75
0.988563,NV/Hastings LTMP1 7m/Transect2/P6050501.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.930626,NV/Hastings LTMP1 7m/Transect4/P6050524.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.486515,NV/Hastings LTMP1 7m/Transect4/P6050532.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.659181,NV/Hastings LTMP1 7m/Transect4/P6050539.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.515217,NV/Hastings LTMP1 7m/Transect4/P6050537.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.867154,NV/Hastings LTMP1 7m/Transect4/P6050526.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.469175,NV/Hastings LTMP1 7m/Transect4/P6050529.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.470583,NV/Hastings LTMP1 7m/Transect4/P6050525.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.822641,NV/Hastings LTMP1 7m/Transect4/P6050526.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.679121,NV/Hastings LTMP1 7m/Transect4/P6050525.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.844493,NV/Hastings LTMP1 7m/Transect4/P6050534.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.583122,NV/Hastings LTMP1 7m/Transect4/P6050532.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.833747,NV/Hastings LTMP1 7m/Transect4/P6050524.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.820193,NV/Hastings LTMP1 7m/Transect4/P6050537.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.7984,NV/Hastings LTMP1 7m/Transect4/P6050530.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.897743,NV/Hastings LTMP1 7m/Transect4/P6050529.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.648111,NV/Hastings LTMP1 7m/Transect4/P6050524.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.843611,NV/Hastings LTMP1 7m/Transect4/P6050530.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.864908,NV/Hastings LTMP1 7m/Transect4/P6050532.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.452549,NV/Hastings LTMP1 7m/Transect4/P6050537.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.85487,NV/Hastings LTMP1 7m/Transect4/P6050526.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.597415,NV/Hastings LTMP1 7m/Transect4/P6050534.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.454574,NV/Hastings LTMP1 7m/Transect4/P6050533.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.979448,NV/Hastings LTMP1 7m/Transect4/P6050529.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.482093,NV/Hastings LTMP1 7m/Transect4/P6050532.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.433286,NV/Hastings LTMP1 7m/Transect4/P6050539.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.996944,NV/Hastings LTMP1 7m/Transect4/P6050526.JPG,2,Hastings LTMP1 7m,HARD CORAL,0.25,0.75
0.882499,NV/Hastings LTMP1 7m/Transect4/P6050529.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.724871,NV/Hastings LTMP1 7m/Transect4/P6050534.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.478138,NV/Hastings LTMP1 7m/Transect4/P6050532.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.662288,NV/Hastings LTMP1 7m/Transect4/P6050525.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.734876,NV/Hastings LTMP1 7m/Transect4/P6050526.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.741395,NV/Hastings LTMP1 7m/Transect4/P6050530.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.646691,NV/Hastings LTMP1 7m/Transect4/P6050533.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.952545,NV/Hastings LTMP1 7m/Transect4/P6050539.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.687708,NV/Hastings LTMP1 7m/Transect4/P6050537.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.978633,NV/Hastings LTMP1 7m/Transect4/P6050525.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.553624,NV/Hastings LTMP1 7m/Transect4/P6050524.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.377037,NV/Hastings LTMP1 7m/Transect4/P6050524.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.967901,NV/Hastings LTMP1 7m/Transect4/P6050533.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.594312,NV/Hastings LTMP1 7m/Transect4/P6050530.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.801771,NV/Hastings LTMP1 7m/Transect4/P6050533.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.393859,NV/Hastings LTMP1 7m/Transect4/P6050530.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.998535,NV/Hastings LTMP1 7m/Transect4/P6050529.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.356962,NV/Hastings LTMP1 7m/Transect4/P6050533.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.922425,NV/Hastings LTMP1 7m/Transect4/P6050525.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.491964,NV/Hastings LTMP1 7m/Transect4/P6050539.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.808685,NV/Hastings LTMP1 7m/Transect4/P6050534.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.969543,NV/Hastings LTMP1 7m/Transect4/P6050537.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.650487,NV/Hastings LTMP1 7m/Transect4/P6050534.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.921751,NV/Hastings LTMP1 7m/Transect4/P6050539.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.846083,NV/Hastings LTMP1 7m/Transect8/P6050315.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.66197,NV/Hastings LTMP1 7m/Transect8/P6050324.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.975239,NV/Hastings LTMP1 7m/Transect8/P6050329.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.568304,NV/Hastings LTMP1 7m/Transect8/P6050323.JPG,4,Hastings LTMP1 7m,HARD CORAL,0.75,0.25
0.509012,NV/Hastings LTMP1 7m/Transect8/P6050319.JPG,3,Hastings LTMP1 7m,SPONGE,0.5,0.5
0.610408,NV/Hastings LTMP1 7m/Transect8/P6050314.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.917972,NV/Hastings LTMP1 7m/Transect8/P6050330.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.566445,NV/Hastings LTMP1 7m/Transect8/P6050320.JPG,5,Hastings LTMP1 7m,OTHER,0.75,0.75
0.466413,NV/Hastings LTMP1 7m/Transect8/P6050324.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.306729,NV/Hastings LTMP1 7m/Transect8/P6050320.JPG,3,Hastings LTMP1 7m,SPONGE,0.5,0.5
0.648072,NV/Hastings LTMP1 7m/Transect8/P6050329.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.451867,NV/Hastings LTMP1 7m/Transect8/P6050328.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.812101,NV/Hastings LTMP1 7m/Transect8/P6050317.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.700945,NV/Hastings LTMP1 7m/Transect8/P6050318.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.899393,NV/Hastings LTMP1 7m/Transect8/P6050329.JPG,2,Hastings LTMP1 7m,SPONGE,0.25,0.75
0.834323,NV/Hastings LTMP1 7m/Transect8/P6050316.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.823074,NV/Hastings LTMP1 7m/Transect8/P6050317.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.588789,NV/Hastings LTMP1 7m/Transect8/P6050324.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.490956,NV/Hastings LTMP1 7m/Transect8/P6050318.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.4157,NV/Hastings LTMP1 7m/Transect8/P6050319.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.664407,NV/Hastings LTMP1 7m/Transect8/P6050327.JPG,1,Hastings LTMP1 7m,ABIOTIC,0.25,0.25
0.522977,NV/Hastings LTMP1 7m/Transect8/P6050327.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.856612,NV/Hastings LTMP1 7m/Transect8/P6050324.JPG,1,Hastings LTMP1 7m,SPONGE,0.25,0.25
0.816972,NV/Hastings LTMP1 7m/Transect8/P6050329.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.56339,NV/Hastings LTMP1 7m/Transect8/P6050314.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.437716,NV/Hastings LTMP1 7m/Transect8/P6050319.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.935356,NV/Hastings LTMP1 7m/Transect8/P6050323.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.617111,NV/Hastings LTMP1 7m/Transect8/P6050330.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.972721,NV/Hastings LTMP1 7m/Transect8/P6050316.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.72148,NV/Hastings LTMP1 7m/Transect8/P6050316.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.413779,NV/Hastings LTMP1 7m/Transect8/P6050330.JPG,1,Hastings LTMP1 7m,SPONGE,0.25,0.25
0.674734,NV/Hastings LTMP1 7m/Transect8/P6050324.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.75644,NV/Hastings LTMP1 7m/Transect8/P6050323.JPG,2,Hastings LTMP1 7m,SPONGE,0.25,0.75
0.771486,NV/Hastings LTMP1 7m/Transect8/P6050317.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.408618,NV/Hastings LTMP1 7m/Transect8/P6050316.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.657529,NV/Hastings LTMP1 7m/Transect8/P6050319.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.547051,NV/Hastings LTMP1 7m/Transect8/P6050323.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.803848,NV/Hastings LTMP1 7m/Transect8/P6050322.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.374527,NV/Hastings LTMP1 7m/Transect8/P6050315.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.574365,NV/Hastings LTMP1 7m/Transect8/P6050314.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.982171,NV/Hastings LTMP1 7m/Transect8/P6050320.JPG,2,Hastings LTMP1 7m,HARD CORAL,0.25,0.75
0.751332,NV/Hastings LTMP1 7m/Transect8/P6050322.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.851014,NV/Hastings LTMP1 7m/Transect8/P6050327.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.812481,NV/Hastings LTMP1 7m/Transect8/P6050315.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.890015,NV/Hastings LTMP1 7m/Transect8/P6050318.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.607257,NV/Hastings LTMP1 7m/Transect8/P6050320.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.996859,NV/Hastings LTMP1 7m/Transect8/P6050318.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.946982,NV/Hastings LTMP1 7m/Transect8/P6050329.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.726724,NV/Hastings LTMP1 7m/Transect8/P6050330.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.563045,NV/Hastings LTMP1 7m/Transect8/P6050317.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.603055,NV/Hastings LTMP1 7m/Transect8/P6050322.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.441646,NV/Hastings LTMP1 7m/Transect8/P6050315.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.243164,NV/Hastings LTMP1 7m/Transect8/P6050314.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.492013,NV/Hastings LTMP1 7m/Transect8/P6050323.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.932358,NV/Hastings LTMP1 7m/Transect8/P6050328.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.598432,NV/Hastings LTMP1 7m/Transect8/P6050316.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.741057,NV/Hastings LTMP1 7m/Transect8/P6050328.JPG,5,Hastings LTMP1 7m,SOFT CORAL,0.75,0.75
0.822965,NV/Hastings LTMP1 7m/Transect8/P6050319.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.602,NV/Hastings LTMP1 7m/Transect8/P6050314.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.522549,NV/Hastings LTMP1 7m/Transect8/P6050327.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.797475,NV/Hastings LTMP1 7m/Transect8/P6050317.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.847947,NV/Hastings LTMP1 7m/Transect8/P6050315.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.329434,NV/Hastings LTMP1 7m/Transect8/P6050318.JPG,2,Hastings LTMP1 7m,SPONGE,0.25,0.75
0.57575,NV/Hastings LTMP1 7m/Transect8/P6050322.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.775449,NV/Hastings LTMP1 7m/Transect8/P6050322.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.9022,NV/Hastings LTMP1 7m/Transect8/P6050327.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.93078,NV/Hastings LTMP1 7m/Transect8/P6050330.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.581224,NV/Hastings LTMP1 7m/Transect8/P6050320.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.742101,NV/Hastings LTMP1 7m/Transect9/P6050343.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.701324,NV/Hastings LTMP1 7m/Transect9/P6050334.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.962465,NV/Hastings LTMP1 7m/Transect9/P6050339.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.894917,NV/Hastings LTMP1 7m/Transect9/P6050343.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.688078,NV/Hastings LTMP1 7m/Transect9/P6050337.JPG,3,Hastings LTMP1 7m,ALGAE,0.5,0.5
0.610046,NV/Hastings LTMP1 7m/Transect9/P6050343.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.895381,NV/Hastings LTMP1 7m/Transect9/P6050331.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.861108,NV/Hastings LTMP1 7m/Transect9/P6050335.JPG,4,Hastings LTMP1 7m,SOFT CORAL,0.75,0.25
0.339382,NV/Hastings LTMP1 7m/Transect9/P6050347.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.994349,NV/Hastings LTMP1 7m/Transect9/P6050344.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.56754,NV/Hastings LTMP1 7m/Transect9/P6050335.JPG,3,Hastings LTMP1 7m,ABIOTIC,0.5,0.5
0.760034,NV/Hastings LTMP1 7m/Transect9/P6050331.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.776826,NV/Hastings LTMP1 7m/Transect9/P6050334.JPG,2,Hastings LTMP1 7m,SOFT CORAL,0.25,0.75
0.536331,NV/Hastings LTMP1 7m/Transect9/P6050340.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.810073,NV/Hastings LTMP1 7m/Transect9/P6050334.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.719222,NV/Hastings LTMP1 7m/Transect9/P6050334.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.953346,NV/Hastings LTMP1 7m/Transect9/P6050339.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.385951,NV/Hastings LTMP1 7m/Transect9/P6050334.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.899325,NV/Hastings LTMP1 7m/Transect9/P6050342.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.379447,NV/Hastings LTMP1 7m/Transect9/P6050337.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.570453,NV/Hastings LTMP1 7m/Transect9/P6050339.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.994519,NV/Hastings LTMP1 7m/Transect9/P6050344.JPG,4,Hastings LTMP1 7m,HARD CORAL,0.75,0.25
0.542278,NV/Hastings LTMP1 7m/Transect9/P6050335.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.942298,NV/Hastings LTMP1 7m/Transect9/P6050340.JPG,3,Hastings LTMP1 7m,SOFT CORAL,0.5,0.5
0.885215,NV/Hastings LTMP1 7m/Transect9/P6050345.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.564349,NV/Hastings LTMP1 7m/Transect9/P6050346.JPG,4,Hastings LTMP1 7m,ALGAE,0.75,0.25
0.77337,NV/Hastings LTMP1 7m/Transect9/P6050344.JPG,3,Hastings LTMP1 7m,HARD CORAL,0.5,0.5
0.612859,NV/Hastings LTMP1 7m/Transect9/P6050337.JPG,1,Hastings LTMP1 7m,HARD CORAL,0.25,0.25
0.457544,NV/Hastings LTMP1 7m/Transect9/P6050337.JPG,5,Hastings LTMP1 7m,HARD CORAL,0.75,0.75
0.999471,NV/Hastings LTMP1 7m/Transect9/P6050336.JPG,1,Hastings LTMP1 7m,SOFT CORAL,0.25,0.25
0.684144,NV/Hastings LTMP1 7m/Transect9/P6050344.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.755244,NV/Hastings LTMP1 7m/Transect9/P6050335.JPG,1,Hastings LTMP1 7m,ALGAE,0.25,0.25
0.75293,NV/Hastings LTMP1 7m/Transect9/P6050345.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.872421,NV/Hastings LTMP1 7m/Transect9/P6050343.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.669125,NV/Hastings LTMP1 7m/Transect9/P6050340.JPG,4,Hastings LTMP1 7m,HARD CORAL,0.75,0.25
0.763002,NV/Hastings LTMP1 7m/Transect9/P6050347.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.448871,NV/Hastings LTMP1 7m/Transect9/P6050341.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.872847,NV/Hastings LTMP1 7m/Transect9/P6050336.JPG,5,Hastings LTMP1 7m,ALGAE,0.75,0.75
0.608388,NV/Hastings LTMP1 7m/Transect9/P6050335.JPG,2,Hastings LTMP1 7m,ALGAE,0.25,0.75
0.625255,NV/Hastings LTMP1 7m/Transect9/P6050336.JPG,4,Hastings LTMP1 7m,SPONGE,0.75,0.25
0.530018,NV/Hastings LTMP1 7m/Transect9/P6050346.JPG,5,Hastings LTMP1 7m,ABIOTIC,0.75,0.75
